Year,Month,Vegetable,Quantity_Sold,Growth,Percentage
2015,9,Ginger,1329.23,1111.58,9.76
2015,10,Ginger,1457.4,1195.37,9.64
2015,11,Ginger,1470.53,1733.57,0.9
2015,12,Ginger,1578.67,1788.96,7.35
2016,1,Ginger,1492.38,1476.05,-5.47
2016,2,Ginger,1355.77,1369.38,-9.15
2016,3,Ginger,1390.32,1631.54,2.55
2016,4,Ginger,1401.51,1478.2,0.81
2016,5,Ginger,1279.91,1192.18,-8.68
2016,6,Ginger,1223.83,1418.92,-4.38
2016,7,Ginger,1297.4,1342.14,6.01
2016,8,Ginger,1262.8,1309.44,-2.67
2016,9,Ginger,1345.09,1421.19,6.52
2016,10,Ginger,1252.24,1446.53,-6.9
2016,11,Ginger,1146.63,965.77,-8.43
2016,12,Ginger,1156.2,1190.01,0.83
2017,1,Ginger,1197.13,1341.31,3.54
2017,2,Ginger,1091.83,1035.24,-8.8
2017,3,Ginger,1076.57,975.69,-1.4
2017,4,Ginger,1182.87,986.43,9.87
2017,5,Ginger,1178.07,1114.69,-0.41
2017,6,Ginger,1083.44,1059.7,-8.03
2017,7,Ginger,1178.81,1330.0,8.8
2017,8,Ginger,1286.41,1508.38,9.13
2017,9,Ginger,1181.06,1255.56,-8.19
2017,10,Ginger,1114.78,1129.47,-5.61
2017,11,Ginger,1166.58,1279.71,4.65
2017,12,Ginger,1081.36,1255.61,-7.31
2018,1,Ginger,1177.35,1188.87,8.88
2018,2,Ginger,1189.25,1270.56,1.01
2018,3,Ginger,1300.41,1434.54,9.35
2018,4,Ginger,1236.25,1213.68,-4.93
2018,5,Ginger,1293.02,1471.32,4.59
2018,6,Ginger,1234.51,1085.06,-4.52
2018,7,Ginger,1206.03,1285.24,-2.31
2018,8,Ginger,1234.42,1050.54,2.35
2018,9,Ginger,1267.12,1299.78,2.65
2018,10,Ginger,1281.06,1093.8,1.1
2018,11,Ginger,1335.01,1541.27,4.21
2018,12,Ginger,1263.4,1138.66,-5.36
2019,1,Ginger,1349.24,1266.42,6.79
2019,2,Ginger,1383.15,1169.84,2.51
2019,3,Ginger,1458.54,1672.21,5.45
2019,4,Ginger,1423.24,1214.96,-2.42
2019,5,Ginger,1513.44,1727.78,6.34
2019,6,Ginger,1394.72,1305.71,-7.84
2019,7,Ginger,1283.4,1112.06,-7.98
2019,8,Ginger,1207.27,1175.94,-5.93
2019,9,Ginger,1172.02,1145.43,-2.92
2019,10,Ginger,1286.95,1507.19,9.81
2019,11,Ginger,1312.88,1331.94,2.02
2019,12,Ginger,1320.49,1065.18,0.58
2020,1,Ginger,1189.88,1424.91,-9.89
2020,2,Ginger,1195.09,1284.37,0.44
2020,3,Ginger,1306.35,1152.17,9.31
2020,4,Ginger,1195.56,1113.75,-8.48
2020,5,Ginger,1305.48,1142.82,9.19
2020,6,Ginger,1225.05,1410.03,-6.16
2020,7,Ginger,1260.54,1252.9,2.9
2020,8,Ginger,1184.47,985.29,-6.03
2020,9,Ginger,1242.04,1161.3,4.86
2020,10,Ginger,1272.05,1383.62,2.42
2020,11,Ginger,1286.85,1061.58,1.16
2020,12,Ginger,1340.86,1282.6,4.2
2021,1,Ginger,1281.64,1171.3,-4.42
2021,2,Ginger,1238.8,1325.11,-3.34
2021,3,Ginger,1290.61,1150.23,4.18
2021,4,Ginger,1261.37,1308.94,-2.27
2021,5,Ginger,1256.8,1165.49,-0.36
2021,6,Ginger,1136.8,1228.78,-9.55
2021,7,Ginger,1175.84,1157.09,3.43
2021,8,Ginger,1150.97,1380.05,-2.12
2021,9,Ginger,1193.89,1264.05,3.73
2021,10,Ginger,1096.94,1156.52,-8.12
2021,11,Ginger,1196.77,1036.1,9.1
2021,12,Ginger,1218.48,1249.26,1.81
2022,1,Ginger,1263.0,1213.26,3.65
2022,2,Ginger,1379.1,1542.1,9.19
2022,3,Ginger,1427.38,1415.03,3.5
2022,4,Ginger,1486.66,1425.36,4.15
2022,5,Ginger,1494.88,1310.75,0.55
2022,6,Ginger,1468.2,1525.63,-1.78
2022,7,Ginger,1557.87,1734.4,6.11
2022,8,Ginger,1625.2,1643.11,4.32
2022,9,Ginger,1630.95,1536.36,0.35
2022,10,Ginger,1736.52,1491.54,6.47
2022,11,Ginger,1614.76,1656.12,-7.01
2022,12,Ginger,1709.6,1888.76,5.87
2023,1,Ginger,1747.46,1815.84,2.21
2023,2,Ginger,1752.07,2022.34,0.26
2023,3,Ginger,1738.8,1767.11,-0.76
2023,4,Ginger,1883.78,1839.68,8.34
2023,5,Ginger,2011.51,1883.94,6.78
2023,6,Ginger,2014.48,2106.57,0.15
2023,7,Ginger,2064.17,2407.42,2.47
2023,8,Ginger,1983.09,1917.27,-3.93
2023,9,Ginger,2076.07,2467.49,4.69
2023,10,Ginger,2038.64,1866.89,-1.8
2023,11,Ginger,2192.48,2465.02,7.55
2023,12,Ginger,2172.12,1841.7,-0.93
2024,1,Ginger,2154.53,2357.85,-0.81
2024,2,Ginger,2309.47,2717.04,7.19
2024,3,Ginger,2246.04,2504.97,-2.75
2024,4,Ginger,2335.08,2635.36,3.96
2024,5,Ginger,2527.43,2520.3,8.24
2024,6,Ginger,2291.48,2050.57,-9.34
2024,7,Ginger,2306.91,2698.78,0.67
2024,8,Ginger,2100.79,2391.46,-8.93
2024,9,Ginger,2277.19,2146.9,8.4
2024,10,Ginger,2291.18,1876.64,0.61
2024,11,Ginger,2455.82,2243.37,7.19
2024,12,Ginger,2671.73,2798.18,8.79
2013,1,Peas,1090.07,1299.61,9.23
2013,2,Peas,1088.75,1192.19,-0.12
2013,3,Peas,1052.68,1196.69,-3.31
2013,4,Peas,1068.05,1021.24,1.46
2013,5,Peas,978.26,910.47,-8.41
2013,6,Peas,994.36,904.41,1.65
2013,7,Peas,925.37,967.78,-6.94
2013,8,Peas,909.61,749.29,-1.7
2013,9,Peas,925.22,885.55,1.72
2013,10,Peas,863.56,778.78,-6.66
2013,11,Peas,927.49,860.04,7.4
2013,12,Peas,998.57,1033.19,7.66
2014,1,Peas,924.31,817.87,-7.44
2014,2,Peas,890.47,809.62,-3.66
2014,3,Peas,918.32,953.89,3.13
2014,4,Peas,948.67,1069.89,3.31
2014,5,Peas,886.34,748.9,-6.57
2014,6,Peas,931.85,1037.3,5.13
2014,7,Peas,982.25,787.37,5.41
2014,8,Peas,924.77,1097.54,-5.85
2014,9,Peas,996.14,911.31,7.72
2014,10,Peas,1078.92,880.7,8.31
2014,11,Peas,1081.16,976.55,0.21
2014,12,Peas,1016.43,1010.75,-5.99
2015,1,Peas,1063.09,937.01,4.59
2015,2,Peas,1165.74,1263.06,9.66
2015,3,Peas,1201.48,1096.73,3.07
2015,4,Peas,1222.24,1451.48,1.73
2015,5,Peas,1315.04,1399.56,7.59
2015,6,Peas,1297.92,1402.34,-1.3
2015,7,Peas,1255.27,1177.0,-3.29
2015,8,Peas,1379.63,1612.42,9.91
2015,9,Peas,1311.56,1468.68,-4.93
2015,10,Peas,1416.95,1662.3,8.04
2015,11,Peas,1280.94,1325.98,-9.6
2015,12,Peas,1349.46,1209.4,5.35
2016,1,Peas,1447.33,1575.51,7.25
2016,2,Peas,1469.69,1518.12,1.54
2016,3,Peas,1554.62,1383.33,5.78
2016,4,Peas,1543.89,1668.83,-0.69
2016,5,Peas,1517.81,1416.39,-1.69
2016,6,Peas,1428.16,1225.42,-5.91
2016,7,Peas,1361.67,1552.89,-4.66
2016,8,Peas,1456.72,1338.89,6.98
2016,9,Peas,1353.81,1352.41,-7.06
2016,10,Peas,1295.79,1222.12,-4.29
2016,11,Peas,1217.68,1006.68,-6.03
2016,12,Peas,1186.9,1114.83,-2.53
2017,1,Peas,1289.63,1317.99,8.66
2017,2,Peas,1171.54,1361.25,-9.16
2017,3,Peas,1121.66,1287.19,-4.26
2017,4,Peas,1009.77,1182.69,-9.98
2017,5,Peas,1018.16,876.61,0.83
2017,6,Peas,1073.85,1051.4,5.47
2017,7,Peas,1150.37,1329.03,7.13
2017,8,Peas,1161.42,1182.88,0.96
2017,9,Peas,1085.57,909.76,-6.53
2017,10,Peas,1184.32,1183.87,9.1
2017,11,Peas,1127.19,1322.33,-4.82
2017,12,Peas,1053.66,974.72,-6.52
2018,1,Peas,1139.55,917.62,8.15
2018,2,Peas,1104.01,945.61,-3.12
2018,3,Peas,1058.09,1237.76,-4.16
2018,4,Peas,988.16,1011.51,-6.61
2018,5,Peas,1082.9,1240.84,9.59
2018,6,Peas,1073.47,1268.13,-0.87
2018,7,Peas,1019.85,995.49,-5.0
2018,8,Peas,1075.31,1026.8,5.44
2018,9,Peas,1093.24,1227.48,1.67
2018,10,Peas,1115.98,1245.33,2.08
2018,11,Peas,1224.96,1443.88,9.77
2018,12,Peas,1222.76,1099.38,-0.18
2019,1,Peas,1231.95,1125.13,0.75
2019,2,Peas,1289.92,1068.16,4.71
2019,3,Peas,1255.99,1281.52,-2.63
2019,4,Peas,1134.49,1255.96,-9.67
2019,5,Peas,1153.38,1057.82,1.67
2019,6,Peas,1043.42,1237.5,-9.53
2019,7,Peas,1121.07,938.33,7.44
2019,8,Peas,1083.01,1250.32,-3.39
2019,9,Peas,1118.04,1211.22,3.23
2019,10,Peas,1146.03,1112.3,2.5
2019,11,Peas,1115.37,1287.73,-2.68
2019,12,Peas,1112.63,1051.06,-0.25
2020,1,Peas,1063.4,1080.2,-4.43
2020,2,Peas,978.88,1070.67,-7.95
2020,3,Peas,1004.99,1177.58,2.67
2020,4,Peas,919.41,839.33,-8.52
2020,5,Peas,867.82,797.45,-5.61
2020,6,Peas,941.54,1077.79,8.49
2020,7,Peas,1029.8,900.44,9.37
2020,8,Peas,1076.37,1071.32,4.52
2020,9,Peas,1027.82,951.82,-4.51
2020,10,Peas,955.21,944.57,-7.06
2020,11,Peas,1011.02,1056.89,5.84
2020,12,Peas,1002.48,848.41,-0.84
2021,1,Peas,993.04,872.31,-0.94
2021,2,Peas,1015.64,987.37,2.28
2021,3,Peas,1103.21,1255.08,8.62
2021,4,Peas,1013.96,1104.46,-8.09
2021,5,Peas,1084.21,1155.39,6.93
2021,6,Peas,1079.61,1276.4,-0.42
2021,7,Peas,1065.82,957.14,-1.28
2021,8,Peas,1058.52,1169.64,-0.68
2021,9,Peas,1149.64,1349.3,8.61
2021,10,Peas,1075.45,970.03,-6.45
2021,11,Peas,1080.22,877.81,0.44
2021,12,Peas,986.87,1075.94,-8.64
2022,1,Peas,898.61,766.76,-8.94
2022,2,Peas,929.14,880.71,3.4
2022,3,Peas,987.16,1098.8,6.24
2022,4,Peas,928.29,880.5,-5.96
2022,5,Peas,983.7,982.84,5.97
2022,6,Peas,892.09,814.7,-9.31
2022,7,Peas,977.51,935.7,9.58
2022,8,Peas,891.46,1018.37,-8.8
2022,9,Peas,934.32,799.15,4.81
2022,10,Peas,966.65,1007.36,3.46
2022,11,Peas,991.12,1017.14,2.53
2022,12,Peas,942.93,919.13,-4.86
2023,1,Peas,878.48,1015.14,-6.84
2023,2,Peas,942.66,1095.22,7.31
2023,3,Peas,946.41,993.04,0.4
2023,4,Peas,982.46,1081.07,3.81
2023,5,Peas,940.83,845.93,-4.24
2023,6,Peas,857.07,843.26,-8.9
2023,7,Peas,922.76,817.86,7.66
2023,8,Peas,1006.28,1017.78,9.05
2023,9,Peas,1035.49,1038.5,2.9
2023,10,Peas,1025.83,1158.18,-0.93
2023,11,Peas,1068.84,1150.52,4.19
2023,12,Peas,1026.4,1151.14,-3.97
2024,1,Peas,1063.74,1162.95,3.64
2024,2,Peas,1094.45,907.33,2.89
2024,3,Peas,1133.84,1107.79,3.6
2024,4,Peas,1035.16,1044.91,-8.7
2024,5,Peas,940.76,784.73,-9.12
2024,6,Peas,901.56,1076.11,-4.17
2024,7,Peas,812.59,802.82,-9.87
2024,8,Peas,826.07,826.38,1.66
2024,9,Peas,902.1,880.72,9.2
2024,10,Peas,844.8,771.93,-6.35
2024,11,Peas,856.23,908.18,1.35
2024,12,Peas,843.96,711.85,-1.43
2013,1,Green Peas,972.21,917.01,1.91
2013,2,Green Peas,947.54,1096.19,-2.54
2013,3,Green Peas,1023.25,886.19,7.99
2013,4,Green Peas,927.38,932.9,-9.37
2013,5,Green Peas,976.4,1073.52,5.29
2013,6,Green Peas,1045.39,1153.75,7.07
2013,7,Green Peas,1004.96,1121.75,-3.87
2013,8,Green Peas,1104.27,1103.29,9.88
2013,9,Green Peas,1073.38,1283.81,-2.8
2013,10,Green Peas,1118.92,1315.96,4.24
2013,11,Green Peas,1023.55,832.24,-8.52
2013,12,Green Peas,969.24,931.8,-5.31
2014,1,Green Peas,1032.15,1048.56,6.49
2014,2,Green Peas,1076.01,1216.83,4.25
2014,3,Green Peas,1075.72,1079.9,-0.03
2014,4,Green Peas,1127.73,1171.4,4.83
2014,5,Green Peas,1179.18,1208.95,4.56
2014,6,Green Peas,1170.5,1276.0,-0.74
2014,7,Green Peas,1110.1,1218.92,-5.16
2014,8,Green Peas,1171.01,939.9,5.49
2014,9,Green Peas,1146.01,1000.85,-2.13
2014,10,Green Peas,1040.76,1055.47,-9.18
2014,11,Green Peas,937.17,762.81,-9.95
2014,12,Green Peas,856.31,706.59,-8.63
2015,1,Green Peas,889.59,712.22,3.89
2015,2,Green Peas,897.93,800.34,0.94
2015,3,Green Peas,892.27,861.95,-0.63
2015,4,Green Peas,939.22,825.59,5.26
2015,5,Green Peas,853.12,742.86,-9.17
2015,6,Green Peas,834.52,967.08,-2.18
2015,7,Green Peas,888.03,963.78,6.41
2015,8,Green Peas,867.77,992.17,-2.28
2015,9,Green Peas,846.57,837.0,-2.44
2015,10,Green Peas,914.82,1012.48,8.06
2015,11,Green Peas,863.51,704.08,-5.61
2015,12,Green Peas,792.83,702.93,-8.18
2016,1,Green Peas,771.83,677.58,-2.65
2016,2,Green Peas,704.5,639.25,-8.72
2016,3,Green Peas,722.58,692.59,2.57
2016,4,Green Peas,754.0,898.13,4.35
2016,5,Green Peas,736.36,850.62,-2.34
2016,6,Green Peas,695.01,636.65,-5.61
2016,7,Green Peas,704.75,801.34,1.4
2016,8,Green Peas,722.98,598.79,2.59
2016,9,Green Peas,745.88,870.96,3.17
2016,10,Green Peas,706.87,590.51,-5.23
2016,11,Green Peas,739.98,788.1,4.68
2016,12,Green Peas,792.49,742.6,7.1
2017,1,Green Peas,715.1,582.14,-9.77
2017,2,Green Peas,701.71,737.57,-1.87
2017,3,Green Peas,729.34,704.62,3.94
2017,4,Green Peas,711.91,816.54,-2.39
2017,5,Green Peas,644.19,711.79,-9.51
2017,6,Green Peas,609.2,639.01,-5.43
2017,7,Green Peas,603.49,516.35,-0.94
2017,8,Green Peas,632.75,609.63,4.85
2017,9,Green Peas,622.63,697.82,-1.6
2017,10,Green Peas,566.54,665.3,-9.01
2017,11,Green Peas,587.91,545.19,3.77
2017,12,Green Peas,569.73,592.4,-3.09
2018,1,Green Peas,526.34,485.47,-7.62
2018,2,Green Peas,532.78,623.76,1.22
2018,3,Green Peas,569.68,608.27,6.93
2018,4,Green Peas,543.84,580.2,-4.54
2018,5,Green Peas,572.61,527.63,5.29
2018,6,Green Peas,592.11,480.22,3.41
2018,7,Green Peas,643.78,673.34,8.73
2018,8,Green Peas,632.38,705.14,-1.77
2018,9,Green Peas,573.86,575.15,-9.25
2018,10,Green Peas,585.75,511.9,2.07
2018,11,Green Peas,631.45,513.07,7.8
2018,12,Green Peas,592.41,589.71,-6.18
2019,1,Green Peas,536.32,459.42,-9.47
2019,2,Green Peas,544.79,586.38,1.58
2019,3,Green Peas,582.66,685.93,6.95
2019,4,Green Peas,544.35,465.87,-6.58
2019,5,Green Peas,572.34,646.41,5.14
2019,6,Green Peas,590.35,569.12,3.15
2019,7,Green Peas,568.45,487.82,-3.71
2019,8,Green Peas,555.65,479.13,-2.25
2019,9,Green Peas,599.65,691.81,7.92
2019,10,Green Peas,558.83,559.78,-6.81
2019,11,Green Peas,582.98,658.79,4.32
2019,12,Green Peas,623.57,610.35,6.96
2020,1,Green Peas,630.17,546.29,1.06
2020,2,Green Peas,618.04,574.02,-1.92
2020,3,Green Peas,675.26,690.2,9.26
2020,4,Green Peas,627.02,591.35,-7.14
2020,5,Green Peas,625.35,572.49,-0.27
2020,6,Green Peas,620.38,644.45,-0.8
2020,7,Green Peas,661.69,757.81,6.66
2020,8,Green Peas,725.98,841.95,9.72
2020,9,Green Peas,681.95,631.3,-6.06
2020,10,Green Peas,639.74,643.74,-6.19
2020,11,Green Peas,656.11,684.42,2.56
2020,12,Green Peas,711.11,644.57,8.38
2021,1,Green Peas,706.05,704.45,-0.71
2021,2,Green Peas,710.18,737.13,0.58
2021,3,Green Peas,773.31,670.12,8.89
2021,4,Green Peas,753.37,641.19,-2.58
2021,5,Green Peas,809.41,814.25,7.44
2021,6,Green Peas,798.7,766.37,-1.32
2021,7,Green Peas,803.76,934.33,0.63
2021,8,Green Peas,750.31,755.27,-6.65
2021,9,Green Peas,770.2,650.06,2.65
2021,10,Green Peas,720.14,795.2,-6.5
2021,11,Green Peas,762.28,807.83,5.85
2021,12,Green Peas,737.87,742.49,-3.2
2022,1,Green Peas,688.41,577.84,-6.7
2022,2,Green Peas,711.07,777.98,3.29
2022,3,Green Peas,753.01,872.01,5.9
2022,4,Green Peas,828.23,899.61,9.99
2022,5,Green Peas,769.17,643.11,-7.13
2022,6,Green Peas,717.74,672.78,-6.69
2022,7,Green Peas,666.91,629.2,-7.08
2022,8,Green Peas,728.31,643.74,9.21
2022,9,Green Peas,798.2,740.98,9.6
2022,10,Green Peas,747.19,673.73,-6.39
2022,11,Green Peas,762.16,625.93,2.0
2022,12,Green Peas,689.67,816.13,-9.51
2023,1,Green Peas,749.75,843.35,8.71
2023,2,Green Peas,795.32,885.83,6.08
2023,3,Green Peas,860.12,763.55,8.15
2023,4,Green Peas,831.96,711.41,-3.27
2023,5,Green Peas,789.99,922.24,-5.04
2023,6,Green Peas,838.81,748.64,6.18
2023,7,Green Peas,804.54,818.63,-4.09
2023,8,Green Peas,813.92,876.93,1.17
2023,9,Green Peas,778.29,731.23,-4.38
2023,10,Green Peas,807.86,837.48,3.8
2023,11,Green Peas,864.43,817.76,7.0
2023,12,Green Peas,906.91,767.58,4.91
2024,1,Green Peas,959.18,1035.14,5.76
2024,2,Green Peas,917.21,1007.41,-4.38
2024,3,Green Peas,839.82,875.0,-8.44
2024,4,Green Peas,824.51,763.66,-1.82
2024,5,Green Peas,803.57,652.55,-2.54
2024,6,Green Peas,831.84,898.68,3.52
2024,7,Green Peas,807.48,835.86,-2.93
2024,8,Green Peas,846.98,836.55,4.89
2024,9,Green Peas,805.47,655.22,-4.9
2024,10,Green Peas,736.35,604.85,-8.58
2024,11,Green Peas,741.73,672.09,0.73
2024,12,Green Peas,725.83,627.5,-2.14
2013,1,Smooth Gourd,847.99,863.25,-6.2
2013,2,Smooth Gourd,844.28,938.11,-0.44
2013,3,Smooth Gourd,898.19,916.2,6.39
2013,4,Smooth Gourd,951.43,1048.31,5.93
2013,5,Smooth Gourd,955.04,1075.49,0.38
2013,6,Smooth Gourd,1019.15,1027.45,6.71
2013,7,Smooth Gourd,991.91,870.12,-2.67
2013,8,Smooth Gourd,1044.29,1048.68,5.28
2013,9,Smooth Gourd,976.4,1171.53,-6.5
2013,10,Smooth Gourd,995.14,903.61,1.92
2013,11,Smooth Gourd,929.58,744.27,-6.59
2013,12,Smooth Gourd,840.46,692.8,-9.59
2014,1,Smooth Gourd,793.05,899.27,-5.64
2014,2,Smooth Gourd,850.99,898.15,7.31
2014,3,Smooth Gourd,918.2,828.04,7.9
2014,4,Smooth Gourd,893.98,931.1,-2.64
2014,5,Smooth Gourd,979.02,1036.53,9.51
2014,6,Smooth Gourd,949.94,1032.23,-2.97
2014,7,Smooth Gourd,974.58,960.0,2.59
2014,8,Smooth Gourd,1013.38,1181.61,3.98
2014,9,Smooth Gourd,1109.92,977.75,9.53
2014,10,Smooth Gourd,1097.05,1277.92,-1.16
2014,11,Smooth Gourd,1045.14,1111.28,-4.73
2014,12,Smooth Gourd,1024.34,1019.61,-1.99
2015,1,Smooth Gourd,1021.88,986.29,-0.24
2015,2,Smooth Gourd,979.72,953.45,-4.13
2015,3,Smooth Gourd,903.93,790.01,-7.74
2015,4,Smooth Gourd,942.79,827.26,4.3
2015,5,Smooth Gourd,1020.85,962.23,8.28
2015,6,Smooth Gourd,934.46,1093.82,-8.46
2015,7,Smooth Gourd,879.6,894.39,-5.87
2015,8,Smooth Gourd,898.35,748.92,2.13
2015,9,Smooth Gourd,934.02,997.7,3.97
2015,10,Smooth Gourd,1015.07,846.25,8.68
2015,11,Smooth Gourd,999.99,854.25,-1.48
2015,12,Smooth Gourd,922.61,753.11,-7.74
2016,1,Smooth Gourd,877.64,858.26,-4.87
2016,2,Smooth Gourd,805.59,712.87,-8.21
2016,3,Smooth Gourd,867.79,1023.75,7.72
2016,4,Smooth Gourd,923.9,817.31,6.47
2016,5,Smooth Gourd,963.31,833.46,4.27
2016,6,Smooth Gourd,902.07,794.9,-6.36
2016,7,Smooth Gourd,907.72,1054.57,0.63
2016,8,Smooth Gourd,900.39,1031.85,-0.81
2016,9,Smooth Gourd,968.38,1143.81,7.55
2016,10,Smooth Gourd,915.17,954.13,-5.49
2016,11,Smooth Gourd,852.51,707.23,-6.85
2016,12,Smooth Gourd,863.24,764.06,1.26
2017,1,Smooth Gourd,802.36,755.71,-7.05
2017,2,Smooth Gourd,822.42,906.68,2.5
2017,3,Smooth Gourd,820.5,980.82,-0.23
2017,4,Smooth Gourd,882.12,751.23,7.51
2017,5,Smooth Gourd,968.04,1145.27,9.74
2017,6,Smooth Gourd,993.83,1154.46,2.66
2017,7,Smooth Gourd,957.22,925.14,-3.68
2017,8,Smooth Gourd,915.93,855.71,-4.31
2017,9,Smooth Gourd,928.47,1081.72,1.37
2017,10,Smooth Gourd,1016.95,1193.32,9.53
2017,11,Smooth Gourd,954.13,932.66,-6.18
2017,12,Smooth Gourd,924.76,829.31,-3.08
2018,1,Smooth Gourd,850.83,695.11,-7.99
2018,2,Smooth Gourd,830.0,957.72,-2.45
2018,3,Smooth Gourd,898.87,858.66,8.3
2018,4,Smooth Gourd,894.48,1034.76,-0.49
2018,5,Smooth Gourd,849.86,719.34,-4.99
2018,6,Smooth Gourd,820.15,804.12,-3.5
2018,7,Smooth Gourd,793.8,895.6,-3.21
2018,8,Smooth Gourd,842.39,1003.65,6.12
2018,9,Smooth Gourd,902.35,923.58,7.12
2018,10,Smooth Gourd,989.07,810.36,9.61
2018,11,Smooth Gourd,963.44,977.72,-2.59
2018,12,Smooth Gourd,1010.3,1139.7,4.86
2019,1,Smooth Gourd,1093.87,1271.29,8.27
2019,2,Smooth Gourd,984.73,1090.73,-9.98
2019,3,Smooth Gourd,1072.3,958.87,8.89
2019,4,Smooth Gourd,1021.92,1149.89,-4.7
2019,5,Smooth Gourd,1057.09,902.95,3.44
2019,6,Smooth Gourd,1146.85,1122.16,8.49
2019,7,Smooth Gourd,1183.67,1157.09,3.21
2019,8,Smooth Gourd,1205.76,1418.76,1.87
2019,9,Smooth Gourd,1290.57,1358.46,7.03
2019,10,Smooth Gourd,1307.6,1135.66,1.32
2019,11,Smooth Gourd,1211.19,1216.99,-7.37
2019,12,Smooth Gourd,1254.9,1435.67,3.61
2020,1,Smooth Gourd,1304.73,1351.52,3.97
2020,2,Smooth Gourd,1239.24,1275.2,-5.02
2020,3,Smooth Gourd,1173.32,1051.11,-5.32
2020,4,Smooth Gourd,1285.02,1120.5,9.52
2020,5,Smooth Gourd,1298.45,1323.13,1.05
2020,6,Smooth Gourd,1311.17,1422.95,0.98
2020,7,Smooth Gourd,1295.02,1396.45,-1.23
2020,8,Smooth Gourd,1273.36,1319.63,-1.67
2020,9,Smooth Gourd,1222.58,1178.45,-3.99
2020,10,Smooth Gourd,1207.58,973.58,-1.23
2020,11,Smooth Gourd,1214.76,1273.39,0.59
2020,12,Smooth Gourd,1334.36,1281.21,9.85
2021,1,Smooth Gourd,1328.93,1483.13,-0.41
2021,2,Smooth Gourd,1414.57,1184.54,6.44
2021,3,Smooth Gourd,1547.88,1282.11,9.42
2021,4,Smooth Gourd,1409.12,1673.85,-8.96
2021,5,Smooth Gourd,1303.84,1375.77,-7.47
2021,6,Smooth Gourd,1254.61,1064.88,-3.78
2021,7,Smooth Gourd,1218.87,1190.27,-2.85
2021,8,Smooth Gourd,1134.52,956.62,-6.92
2021,9,Smooth Gourd,1065.28,1273.6,-6.1
2021,10,Smooth Gourd,1136.63,1350.62,6.7
2021,11,Smooth Gourd,1217.17,1313.01,7.09
2021,12,Smooth Gourd,1335.37,1144.86,9.71
2022,1,Smooth Gourd,1362.63,1096.78,2.04
2022,2,Smooth Gourd,1362.29,1541.31,-0.02
2022,3,Smooth Gourd,1383.74,1419.51,1.57
2022,4,Smooth Gourd,1324.81,1257.69,-4.26
2022,5,Smooth Gourd,1378.18,1390.54,4.03
2022,6,Smooth Gourd,1327.58,1330.12,-3.67
2022,7,Smooth Gourd,1331.09,1546.58,0.26
2022,8,Smooth Gourd,1203.14,1129.77,-9.61
2022,9,Smooth Gourd,1221.1,1001.18,1.49
2022,10,Smooth Gourd,1342.54,1343.4,9.94
2022,11,Smooth Gourd,1282.55,1348.51,-4.47
2022,12,Smooth Gourd,1190.78,1406.46,-7.16
2023,1,Smooth Gourd,1197.27,965.04,0.54
2023,2,Smooth Gourd,1156.51,1032.13,-3.4
2023,3,Smooth Gourd,1050.56,873.06,-9.16
2023,4,Smooth Gourd,1114.35,1234.3,6.07
2023,5,Smooth Gourd,1150.15,990.6,3.21
2023,6,Smooth Gourd,1201.41,979.59,4.46
2023,7,Smooth Gourd,1125.24,1228.45,-6.34
2023,8,Smooth Gourd,1142.77,1223.38,1.56
2023,9,Smooth Gourd,1235.99,1371.51,8.16
2023,10,Smooth Gourd,1219.16,1022.72,-1.36
2023,11,Smooth Gourd,1233.36,1039.9,1.17
2023,12,Smooth Gourd,1161.15,1327.46,-5.85
2024,1,Smooth Gourd,1215.38,985.84,4.67
2024,2,Smooth Gourd,1237.08,1263.22,1.79
2024,3,Smooth Gourd,1257.56,1060.92,1.66
2024,4,Smooth Gourd,1219.04,1159.27,-3.06
2024,5,Smooth Gourd,1104.17,1293.38,-9.42
2024,6,Smooth Gourd,996.99,1085.41,-9.71
2024,7,Smooth Gourd,968.96,887.12,-2.81
2024,8,Smooth Gourd,924.29,1063.24,-4.61
2024,9,Smooth Gourd,835.98,676.92,-9.55
2024,10,Smooth Gourd,771.95,875.52,-7.66
2024,11,Smooth Gourd,747.6,763.66,-3.15
2024,12,Smooth Gourd,795.34,653.06,6.39
2013,1,Sponge Gourd,1420.36,1446.99,-2.98
2013,2,Sponge Gourd,1526.79,1518.72,7.49
2013,3,Sponge Gourd,1389.38,1135.78,-9.0
2013,4,Sponge Gourd,1449.66,1176.28,4.34
2013,5,Sponge Gourd,1463.47,1744.33,0.95
2013,6,Sponge Gourd,1521.73,1486.99,3.98
2013,7,Sponge Gourd,1566.72,1332.42,2.96
2013,8,Sponge Gourd,1662.15,1363.59,6.09
2013,9,Sponge Gourd,1645.62,1580.46,-0.99
2013,10,Sponge Gourd,1693.13,1626.37,2.89
2013,11,Sponge Gourd,1817.4,1759.15,7.34
2013,12,Sponge Gourd,1905.82,1646.15,4.87
2014,1,Sponge Gourd,1724.8,1533.51,-9.5
2014,2,Sponge Gourd,1870.74,2075.75,8.46
2014,3,Sponge Gourd,1981.14,2184.24,5.9
2014,4,Sponge Gourd,2131.61,2297.99,7.6
2014,5,Sponge Gourd,2242.49,1931.6,5.2
2014,6,Sponge Gourd,2427.28,2234.45,8.24
2014,7,Sponge Gourd,2651.47,2852.4,9.24
2014,8,Sponge Gourd,2523.16,2803.08,-4.84
