State,Commodity,Year,Min_Price ,Max_Price,Avg_Price,Min_Price
Kerala,Pumpkin,2023,39.6,63.31,46.8,
Kerala,Capsicum,2023,29.67,36.48,31.39,
Kerala,Radish,2023,19.07,20.43,19.19,
Kerala,Beetroot,2023,19.31,32.91,26.47,
Kerala,Brinjal,2023,18.16,38.87,31.01,
Kerala,Ladyfinger,2023,31.14,42.79,32.29,
Kerala,Green Peas,2023,36.16,46.69,45.27,
Kerala,Cucumber,2023,27.57,35.45,27.83,
Kerala,Garlic,2023,19.42,30.8,25.84,
Kerala,Ginger,2023,17.12,35.75,30.16,
Kerala,Mushroom,2023,17.92,26.83,22.14,
Kerala,Chili,2023,25.73,39.22,34.18,
Kerala,Bitter Gourd,2023,10.53,27.5,17.17,
Kerala,Bottle Gourd,2023,21.35,37.56,25.25,
Kerala,Ash Gourd,2023,19.43,46.21,26.05,
Kerala,Drumstick,2023,39.49,67.91,43.65,
Kerala,Fenugreek Leaves,2023,10.29,18.48,17.12,
Kerala,Coriander,2023,33.58,41.14,40.9,
Kerala,Mint,2023,14.08,41.4,30.52,
Kerala,Spring Onion,2023,30.71,47.76,47.24,
Kerala,Turnip,2023,11.61,20.65,11.9,
Kerala,Sweet Corn,2023,21.92,43.8,29.25,
Kerala,Zucchini,2023,17.4,36.08,29.84,
Kerala,Celery,2023,29.68,51.8,36.98,
Kerala,Leeks,2023,33.02,58.54,41.77,
Kerala,Parsley,2023,20.13,22.09,20.79,
Kerala,Curry Leaves,2023,39.03,41.91,39.83,
Kerala,Red Cabbage,2023,39.17,54.3,40.06,
Kerala,Lettuce,2023,37.17,42.22,40.66,
Kerala,Kohlrabi,2023,21.43,42.21,29.23,
Kerala,Snake Gourd,2023,10.92,15.72,11.47,
Kerala,Ivy Gourd,2023,12.82,36.45,21.8,
Kerala,Cluster Beans,2023,27.66,39.89,31.85,
Kerala,French Beans,2023,34.06,45.23,44.26,
Kerala,Broad Beans,2023,25.33,40.06,34.53,
Kerala,Soybean,2023,30.95,46.18,30.96,
Kerala,Mustard Leaves,2023,14.45,26.9,14.62,
Kerala,Tapioca,2023,34.68,54.85,50.68,
Kerala,Jackfruit Seed,2023,13.92,40.85,28.62,
Kerala,Yam,2023,12.79,23.31,13.91,
Kerala,Colocasia,2023,20.17,22.87,21.93,
Kerala,Elephant Foot Yam,2023,13.29,18.75,13.86,
Karnataka,Tomato,2013,38.38,44.14,40.51,
Karnataka,Onion,2013,39.33,49.68,44.71,
Karnataka,Potato,2013,10.94,26.78,11.59,
Karnataka,Carrot,2013,29.59,49.93,34.3,
Karnataka,Cabbage,2013,28.61,54.4,32.71,
Karnataka,Cauliflower,2013,15.71,27.36,19.66,
Karnataka,Spinach,2013,37.54,62.13,46.97,
Karnataka,Broccoli,2013,13.74,13.8,13.78,
Karnataka,Pumpkin,2013,14.63,43.5,21.7,
Karnataka,Capsicum,2013,38.43,66.47,41.45,
Karnataka,Radish,2013,36.79,44.63,42.91,
Karnataka,Beetroot,2013,17.04,21.12,18.84,
Karnataka,Brinjal,2013,31.75,50.18,35.66,
Karnataka,Ladyfinger,2013,39.55,45.57,41.38,
Karnataka,Green Peas,2013,23.8,36.98,33.18,
Karnataka,Cucumber,2013,36.12,43.45,40.21,
Karnataka,Garlic,2013,30.92,42.68,41.91,
Karnataka,Ginger,2013,15.24,17.49,15.74,
Karnataka,Mushroom,2013,39.92,47.34,43.99,
Karnataka,Chili,2013,33.94,36.45,36.2,
Karnataka,Bitter Gourd,2013,29.75,37.63,33.3,
Karnataka,Bottle Gourd,2013,11.55,17.47,16.81,
Karnataka,Ash Gourd,2013,11.43,33.32,11.6,
Karnataka,Drumstick,2013,25.74,41.72,28.87,
Karnataka,Fenugreek Leaves,2013,35.68,54.65,37.95,
Karnataka,Coriander,2013,18.51,42.19,32.93,
Karnataka,Mint,2013,23.07,27.82,23.39,
Karnataka,Spring Onion,2013,37.29,47.82,38.84,
Karnataka,Turnip,2013,26.77,29.43,28.37,
Karnataka,Sweet Corn,2013,28.6,46.82,33.46,
Karnataka,Zucchini,2013,20.22,43.24,39.01,
Karnataka,Celery,2013,34.63,61.86,57.83,
Karnataka,Leeks,2013,11.39,23.01,20.16,
Karnataka,Parsley,2013,18.05,39.42,19.7,
Karnataka,Curry Leaves,2013,38.58,52.25,38.95,
Karnataka,Red Cabbage,2013,16.51,26.45,21.42,
Karnataka,Lettuce,2013,15.91,41.91,33.68,
Karnataka,Kohlrabi,2013,35.87,58.14,47.98,
Karnataka,Snake Gourd,2013,26.2,55.33,36.06,
Karnataka,Ivy Gourd,2013,22.34,31.24,22.99,
Karnataka,Cluster Beans,2013,27.91,39.46,30.86,
Karnataka,French Beans,2013,32.82,55.75,34.28,
Karnataka,Broad Beans,2013,30.22,33.58,33.26,
Karnataka,Soybean,2013,15.61,37.73,17.84,
Karnataka,Mustard Leaves,2013,31.37,56.3,50.08,
Karnataka,Tapioca,2013,17.65,23.46,17.91,
Karnataka,Jackfruit Seed,2013,34.54,53.31,39.17,
Karnataka,Yam,2013,30.09,41.49,36.15,
Karnataka,Colocasia,2013,28.43,40.0,35.12,
Karnataka,Elephant Foot Yam,2013,28.92,30.23,29.46,
Karnataka,Tomato,2014,14.01,22.49,20.68,
Karnataka,Onion,2014,17.96,42.48,29.27,
Karnataka,Potato,2014,27.23,32.08,29.29,
Karnataka,Carrot,2014,11.67,31.74,12.36,
Karnataka,Cabbage,2014,30.07,53.89,39.71,
Karnataka,Cauliflower,2014,36.67,46.36,43.49,
Karnataka,Spinach,2014,34.03,63.51,52.39,
Karnataka,Broccoli,2014,23.29,42.19,34.54,
Karnataka,Pumpkin,2014,17.11,30.75,28.14,
Karnataka,Capsicum,2014,18.05,41.36,30.38,
Karnataka,Radish,2014,39.03,39.35,39.16,
Karnataka,Beetroot,2014,35.3,46.52,37.92,
Karnataka,Brinjal,2014,25.3,55.15,53.72,
Karnataka,Ladyfinger,2014,27.41,44.27,38.71,
Karnataka,Green Peas,2014,16.68,34.65,32.64,
Karnataka,Cucumber,2014,36.03,52.69,41.48,
Karnataka,Garlic,2014,37.21,58.65,50.01,
Karnataka,Ginger,2014,28.48,34.27,31.92,
Karnataka,Mushroom,2014,31.58,37.01,33.86,
Karnataka,Chili,2014,37.14,41.49,37.72,
Karnataka,Bitter Gourd,2014,28.4,47.8,45.89,
Karnataka,Bottle Gourd,2014,38.54,57.19,54.26,
Karnataka,Ash Gourd,2014,36.39,51.29,49.5,
Karnataka,Drumstick,2014,13.16,22.61,15.81,
Karnataka,Fenugreek Leaves,2014,13.51,20.02,17.77,
Karnataka,Coriander,2014,14.59,26.12,22.99,
Karnataka,Mint,2014,17.55,18.22,17.98,
Karnataka,Spring Onion,2014,16.43,35.41,27.27,
Karnataka,Turnip,2014,27.22,37.23,30.61,
Karnataka,Sweet Corn,2014,23.34,31.71,28.23,
Karnataka,Zucchini,2014,14.03,18.87,15.42,
Karnataka,Celery,2014,11.26,20.74,13.73,
Karnataka,Leeks,2014,16.48,21.2,17.29,
Karnataka,Parsley,2014,37.1,52.04,51.11,
Karnataka,Curry Leaves,2014,18.99,44.16,42.98,
Karnataka,Red Cabbage,2014,35.22,58.11,40.51,
Karnataka,Lettuce,2014,29.39,47.98,44.04,
Karnataka,Kohlrabi,2014,22.39,32.42,28.29,
Karnataka,Snake Gourd,2014,29.28,33.85,32.65,
Karnataka,Ivy Gourd,2014,33.17,55.49,35.92,
Karnataka,Cluster Beans,2014,17.02,37.56,25.85,
Karnataka,French Beans,2014,27.89,55.2,48.43,
Karnataka,Broad Beans,2014,36.7,41.29,37.35,
Karnataka,Soybean,2014,28.13,50.13,39.69,
Karnataka,Mustard Leaves,2014,12.02,21.09,13.12,
Karnataka,Tapioca,2014,32.89,33.88,33.86,
Karnataka,Jackfruit Seed,2014,31.14,43.3,41.88,
Karnataka,Yam,2014,38.73,48.0,42.36,
Karnataka,Colocasia,2014,19.38,24.05,22.4,
Karnataka,Elephant Foot Yam,2014,21.73,47.09,39.1,
Karnataka,Tomato,2015,37.47,59.98,40.46,
Karnataka,Onion,2015,19.23,40.41,19.52,
Karnataka,Potato,2015,29.17,39.35,36.7,
Karnataka,Carrot,2015,13.84,35.11,26.42,
Karnataka,Cabbage,2015,32.01,48.31,33.15,
Karnataka,Cauliflower,2015,13.47,19.89,14.68,
Karnataka,Spinach,2015,26.2,28.34,27.54,
Karnataka,Broccoli,2015,10.21,14.1,13.38,
Karnataka,Pumpkin,2015,21.29,34.53,27.35,
Karnataka,Capsicum,2015,29.71,33.93,30.39,
Karnataka,Radish,2015,39.49,64.33,46.48,
Karnataka,Beetroot,2015,35.09,53.81,47.92,
Karnataka,Brinjal,2015,15.6,26.32,22.5,
Karnataka,Ladyfinger,2015,25.85,32.58,28.4,
Karnataka,Green Peas,2015,25.39,33.27,32.69,
Karnataka,Cucumber,2015,11.81,25.58,24.77,
Karnataka,Garlic,2015,32.84,57.19,47.85,
Karnataka,Ginger,2015,10.6,17.4,15.52,
Karnataka,Mushroom,2015,26.95,31.13,28.56,
Karnataka,Chili,2015,36.1,62.55,54.93,
Karnataka,Bitter Gourd,2015,17.34,17.51,17.5,
Karnataka,Bottle Gourd,2015,15.28,16.52,16.21,
Karnataka,Ash Gourd,2015,32.57,45.4,34.71,
Karnataka,Drumstick,2015,34.49,44.97,36.61,
Karnataka,Fenugreek Leaves,2015,39.92,45.22,40.74,
Karnataka,Coriander,2015,21.62,50.28,37.71,
Karnataka,Mint,2015,26.15,52.1,33.01,
Karnataka,Spring Onion,2015,35.38,46.73,44.5,
Karnataka,Turnip,2015,11.94,33.26,14.62,
Karnataka,Sweet Corn,2015,30.57,53.48,50.66,
Karnataka,Zucchini,2015,33.09,56.25,37.97,
Karnataka,Celery,2015,33.09,48.23,34.97,
Karnataka,Leeks,2015,12.39,37.32,23.79,
Karnataka,Parsley,2015,18.47,24.16,20.96,
Karnataka,Curry Leaves,2015,11.63,18.09,12.02,
Karnataka,Red Cabbage,2015,33.93,53.1,49.13,
Karnataka,Lettuce,2015,37.76,46.72,39.32,
Karnataka,Kohlrabi,2015,25.3,43.49,29.24,
Karnataka,Snake Gourd,2015,28.75,29.28,29.01,
Karnataka,Ivy Gourd,2015,28.59,33.35,32.53,
Karnataka,Cluster Beans,2015,22.51,49.22,39.93,
Karnataka,French Beans,2015,28.65,48.97,34.39,
Karnataka,Broad Beans,2015,38.27,55.13,54.76,
Karnataka,Soybean,2015,14.37,42.96,39.0,
Karnataka,Mustard Leaves,2015,32.01,32.86,32.4,
Karnataka,Tapioca,2015,12.79,27.53,24.5,
Karnataka,Jackfruit Seed,2015,17.68,31.72,20.72,
Karnataka,Yam,2015,16.37,40.48,17.95,
Karnataka,Colocasia,2015,34.39,40.25,36.92,
Karnataka,Elephant Foot Yam,2015,20.05,38.51,36.12,
Karnataka,Tomato,2016,24.38,50.19,30.8,
Karnataka,Onion,2016,18.4,24.62,22.13,
Karnataka,Potato,2016,25.8,40.73,27.18,
Karnataka,Carrot,2016,21.13,44.31,41.18,
Karnataka,Cabbage,2016,16.65,19.62,19.04,
Karnataka,Cauliflower,2016,21.17,23.26,22.67,
Karnataka,Spinach,2016,23.73,38.55,27.81,
Karnataka,Broccoli,2016,35.74,38.86,36.65,
Karnataka,Pumpkin,2016,19.77,28.37,26.96,
Karnataka,Capsicum,2016,37.86,64.35,59.91,
Karnataka,Radish,2016,18.01,31.38,21.44,
Karnataka,Beetroot,2016,38.02,46.77,43.79,
Karnataka,Brinjal,2016,21.82,45.44,24.31,
Karnataka,Ladyfinger,2016,17.1,42.06,26.8,
Karnataka,Green Peas,2016,18.67,44.18,34.25,
Karnataka,Cucumber,2016,34.23,49.96,38.6,
Karnataka,Garlic,2016,23.94,32.05,29.41,
Karnataka,Ginger,2016,35.74,51.69,39.72,
Karnataka,Mushroom,2016,17.16,26.74,20.53,
Karnataka,Chili,2016,36.94,50.77,48.09,
Karnataka,Bitter Gourd,2016,18.61,25.57,24.53,
Karnataka,Bottle Gourd,2016,26.86,28.27,28.24,
Karnataka,Ash Gourd,2016,35.48,58.03,36.42,
Karnataka,Drumstick,2016,18.91,39.71,21.73,
Karnataka,Fenugreek Leaves,2016,24.89,38.34,37.54,
Karnataka,Coriander,2016,37.79,47.27,46.5,
Karnataka,Mint,2016,25.95,36.71,28.04,
Karnataka,Spring Onion,2016,16.18,29.43,20.5,
Karnataka,Turnip,2016,22.28,40.96,32.47,
Karnataka,Sweet Corn,2016,34.22,62.17,41.3,
Karnataka,Zucchini,2016,20.4,28.14,23.66,
Karnataka,Celery,2016,18.44,20.11,19.35,
Karnataka,Leeks,2016,29.04,50.99,50.24,
Karnataka,Parsley,2016,13.59,31.92,15.52,
Karnataka,Curry Leaves,2016,25.08,41.26,37.7,
Karnataka,Red Cabbage,2016,14.29,22.71,20.62,
Karnataka,Lettuce,2016,34.92,39.79,38.95,
Karnataka,Kohlrabi,2016,38.0,57.33,39.62,
Karnataka,Snake Gourd,2016,25.14,43.11,26.24,
Karnataka,Ivy Gourd,2016,22.01,25.62,23.8,
Karnataka,Cluster Beans,2016,25.9,47.47,28.18,
Karnataka,French Beans,2016,20.44,48.85,22.83,
Karnataka,Broad Beans,2016,39.28,59.84,42.7,
Karnataka,Soybean,2016,25.83,42.26,37.25,
Karnataka,Mustard Leaves,2016,17.93,47.05,23.38,
Karnataka,Tapioca,2016,33.25,62.15,33.87,
Karnataka,Jackfruit Seed,2016,16.59,45.99,32.06,
Karnataka,Yam,2016,30.24,52.63,35.41,
Karnataka,Colocasia,2016,24.67,29.9,25.12,
Karnataka,Elephant Foot Yam,2016,13.57,28.51,25.1,
Karnataka,Tomato,2017,29.48,46.23,33.51,
Karnataka,Onion,2017,27.47,49.0,33.09,
Karnataka,Potato,2017,18.95,19.45,19.41,
Karnataka,Carrot,2017,37.74,62.63,50.23,
Karnataka,Cabbage,2017,19.59,36.32,22.1,
Karnataka,Cauliflower,2017,14.82,22.28,16.42,
Karnataka,Spinach,2017,35.44,50.49,35.89,
Karnataka,Broccoli,2017,16.12,45.23,37.13,
Karnataka,Pumpkin,2017,21.0,35.6,21.75,
Karnataka,Capsicum,2017,12.76,18.4,13.14,
Karnataka,Radish,2017,36.39,46.21,44.73,
Karnataka,Beetroot,2017,29.51,43.06,35.17,
Karnataka,Brinjal,2017,38.76,60.74,42.11,
Karnataka,Ladyfinger,2017,20.79,30.18,24.2,
Karnataka,Green Peas,2017,24.93,48.12,32.01,
Karnataka,Cucumber,2017,16.1,37.93,22.42,
Karnataka,Garlic,2017,21.79,33.59,30.91,
Karnataka,Ginger,2017,11.42,22.6,20.63,
Karnataka,Mushroom,2017,21.21,42.28,29.45,
Karnataka,Chili,2017,18.75,21.63,18.76,
Karnataka,Bitter Gourd,2017,18.24,19.41,19.29,
Karnataka,Bottle Gourd,2017,29.99,36.99,30.66,
Karnataka,Ash Gourd,2017,18.02,45.09,30.0,
Karnataka,Drumstick,2017,17.57,36.41,33.89,
Karnataka,Fenugreek Leaves,2017,27.75,38.51,32.45,
Karnataka,Coriander,2017,15.7,38.49,32.48,
Karnataka,Mint,2017,20.11,34.09,29.48,
Karnataka,Spring Onion,2017,14.26,29.74,27.24,
Karnataka,Turnip,2017,25.16,30.37,25.32,
Karnataka,Sweet Corn,2017,27.59,37.7,28.02,
Karnataka,Zucchini,2017,34.22,49.27,40.13,
Karnataka,Celery,2017,19.56,35.23,21.82,
Karnataka,Leeks,2017,20.22,46.11,31.19,
Karnataka,Parsley,2017,13.79,27.81,17.88,
Karnataka,Curry Leaves,2017,11.57,16.37,16.05,
Karnataka,Red Cabbage,2017,24.59,35.37,28.39,
Karnataka,Lettuce,2017,12.11,21.12,19.28,
Karnataka,Kohlrabi,2017,12.09,36.05,24.41,
Karnataka,Snake Gourd,2017,14.66,18.67,17.93,
Karnataka,Ivy Gourd,2017,36.21,60.67,42.42,
Karnataka,Cluster Beans,2017,19.62,43.15,19.86,
Karnataka,French Beans,2017,15.68,26.44,23.68,
Karnataka,Broad Beans,2017,12.28,18.1,17.21,
Karnataka,Soybean,2017,31.92,50.72,33.08,
Karnataka,Mustard Leaves,2017,15.66,33.86,33.08,
Karnataka,Tapioca,2017,34.57,60.75,59.49,
Karnataka,Jackfruit Seed,2017,24.17,36.26,24.37,
Karnataka,Yam,2017,18.41,41.57,37.38,
Karnataka,Colocasia,2017,17.14,26.57,21.25,
Karnataka,Elephant Foot Yam,2017,16.61,45.98,37.3,
Karnataka,Tomato,2018,24.32,28.01,24.41,
Karnataka,Onion,2018,12.35,37.74,21.09,
Karnataka,Potato,2018,26.86,40.84,28.41,
Karnataka,Carrot,2018,17.78,26.07,20.11,
Karnataka,Cabbage,2018,31.46,53.36,32.05,
Karnataka,Cauliflower,2018,25.34,34.28,27.48,
Karnataka,Spinach,2018,14.42,33.81,26.48,
Karnataka,Broccoli,2018,11.85,17.4,14.14,
Karnataka,Pumpkin,2018,14.7,31.55,25.5,
Karnataka,Capsicum,2018,23.57,25.4,23.82,
Karnataka,Radish,2018,20.0,37.15,28.59,
Karnataka,Beetroot,2018,13.44,32.06,30.72,
Karnataka,Brinjal,2018,26.55,42.84,30.83,
Karnataka,Ladyfinger,2018,11.7,34.0,24.98,
Karnataka,Green Peas,2018,13.74,38.25,27.23,
Karnataka,Cucumber,2018,25.71,31.27,27.29,
Karnataka,Garlic,2018,34.9,54.3,46.27,
Karnataka,Ginger,2018,17.4,22.93,19.33,
Karnataka,Mushroom,2018,30.55,46.37,36.92,
Karnataka,Chili,2018,18.38,21.26,20.94,
Karnataka,Bitter Gourd,2018,11.11,30.65,18.76,
Karnataka,Bottle Gourd,2018,33.05,41.6,36.3,
Karnataka,Ash Gourd,2018,18.03,44.5,24.94,
Karnataka,Drumstick,2018,14.35,38.49,15.78,
Karnataka,Fenugreek Leaves,2018,19.54,43.82,31.4,
Karnataka,Coriander,2018,11.2,20.34,16.65,
Karnataka,Mint,2018,24.54,26.05,24.73,
Karnataka,Spring Onion,2018,38.73,60.4,51.23,
Karnataka,Turnip,2018,17.75,44.72,39.26,
Karnataka,Sweet Corn,2018,35.64,42.4,41.05,
Karnataka,Zucchini,2018,37.68,60.8,56.0,
Karnataka,Celery,2018,16.79,23.0,21.27,
Karnataka,Leeks,2018,10.72,40.19,19.14,
Karnataka,Parsley,2018,13.8,28.2,21.29,
Karnataka,Curry Leaves,2018,19.9,42.53,34.72,
Karnataka,Red Cabbage,2018,28.99,44.47,43.67,
Karnataka,Lettuce,2018,14.53,32.08,22.25,
Karnataka,Kohlrabi,2018,21.48,37.07,25.53,
Karnataka,Snake Gourd,2018,13.41,42.24,23.95,
Karnataka,Ivy Gourd,2018,23.88,40.77,37.55,
Karnataka,Cluster Beans,2018,30.47,53.02,49.81,
Karnataka,French Beans,2018,20.49,38.63,27.22,
Karnataka,Broad Beans,2018,20.33,49.82,35.3,
Karnataka,Soybean,2018,19.91,23.82,23.08,
Karnataka,Mustard Leaves,2018,37.42,43.7,39.34,
Karnataka,Tapioca,2018,35.9,64.52,62.46,
Karnataka,Jackfruit Seed,2018,32.54,52.48,39.46,
Karnataka,Yam,2018,38.56,40.39,39.3,
Karnataka,Colocasia,2018,24.2,36.8,27.13,
Karnataka,Elephant Foot Yam,2018,23.82,43.72,38.99,
Karnataka,Tomato,2019,30.06,44.74,41.27,
Karnataka,Onion,2019,27.06,54.03,30.5,
Karnataka,Potato,2019,20.74,39.21,21.26,
Karnataka,Carrot,2019,26.71,44.25,27.03,
Karnataka,Cabbage,2019,33.14,40.58,35.07,
Karnataka,Cauliflower,2019,23.88,33.61,30.06,
Karnataka,Spinach,2019,30.04,44.42,31.64,
Karnataka,Broccoli,2019,17.98,25.64,19.84,
Karnataka,Pumpkin,2019,37.47,64.16,40.66,
Karnataka,Capsicum,2019,34.4,62.82,51.58,
Karnataka,Radish,2019,18.85,35.58,28.14,
Karnataka,Beetroot,2019,20.96,23.25,21.01,
Karnataka,Brinjal,2019,29.56,33.74,33.2,
Karnataka,Ladyfinger,2019,15.36,30.04,15.86,
Karnataka,Green Peas,2019,32.11,46.6,33.56,
Karnataka,Cucumber,2019,37.5,44.74,42.91,
Karnataka,Garlic,2019,37.82,50.53,47.94,
Karnataka,Ginger,2019,12.35,35.6,17.52,
Karnataka,Mushroom,2019,38.87,42.1,39.82,
Karnataka,Chili,2019,19.55,34.39,21.16,
Karnataka,Bitter Gourd,2019,11.18,28.95,16.59,
Karnataka,Bottle Gourd,2019,13.46,21.7,20.93,
Karnataka,Ash Gourd,2019,20.41,31.21,30.63,
Karnataka,Drumstick,2019,32.2,55.13,53.9,
Karnataka,Fenugreek Leaves,2019,27.06,30.4,27.56,
Karnataka,Coriander,2019,31.41,59.33,58.9,
Karnataka,Mint,2019,16.15,36.33,33.42,
Karnataka,Spring Onion,2019,26.07,41.15,32.64,
Karnataka,Turnip,2019,14.88,17.68,15.66,
Karnataka,Sweet Corn,2019,23.45,36.42,35.08,
Karnataka,Zucchini,2019,15.54,42.36,29.26,
Karnataka,Celery,2019,33.35,39.08,36.1,
Karnataka,Leeks,2019,31.65,56.76,52.53,
Karnataka,Parsley,2019,29.41,44.86,40.41,
Karnataka,Curry Leaves,2019,27.67,47.7,44.29,
Karnataka,Red Cabbage,2019,27.64,35.97,28.17,
Karnataka,Lettuce,2019,29.88,55.82,48.45,
Karnataka,Kohlrabi,2019,26.32,55.84,37.48,
Karnataka,Snake Gourd,2019,16.67,23.99,23.19,
Karnataka,Ivy Gourd,2019,19.79,20.31,19.86,
Karnataka,Cluster Beans,2019,21.01,30.77,28.7,
Karnataka,French Beans,2019,24.79,38.21,30.87,
Karnataka,Broad Beans,2019,19.55,36.66,23.94,
Karnataka,Soybean,2019,12.01,20.57,12.31,
Karnataka,Mustard Leaves,2019,27.2,51.89,36.47,
Karnataka,Tapioca,2019,16.45,32.75,29.24,
Karnataka,Jackfruit Seed,2019,14.66,33.62,32.81,
Karnataka,Yam,2019,33.8,47.69,35.85,
Karnataka,Colocasia,2019,32.17,61.7,53.89,
Karnataka,Elephant Foot Yam,2019,29.11,39.27,38.65,
Karnataka,Tomato,2020,28.79,35.27,34.84,
Karnataka,Onion,2020,19.18,38.28,28.9,
Karnataka,Potato,2020,15.57,18.7,18.46,
Karnataka,Carrot,2020,11.84,37.29,21.48,
Karnataka,Cabbage,2020,21.07,40.08,32.74,
Karnataka,Cauliflower,2020,31.55,48.91,31.9,
Karnataka,Spinach,2020,17.97,36.26,33.42,
Karnataka,Broccoli,2020,18.01,44.79,27.04,
Karnataka,Pumpkin,2020,39.18,65.94,52.03,
Karnataka,Capsicum,2020,15.38,30.75,24.49,
Karnataka,Radish,2020,17.39,38.76,38.04,
Karnataka,Beetroot,2020,32.4,59.02,50.59,
Karnataka,Brinjal,2020,12.61,18.88,18.09,
Karnataka,Ladyfinger,2020,24.22,50.36,28.5,
Karnataka,Green Peas,2020,13.14,24.92,23.32,
Karnataka,Cucumber,2020,27.48,56.17,29.66,
Karnataka,Garlic,2020,11.79,40.32,36.13,
Karnataka,Ginger,2020,37.0,44.6,39.36,
Karnataka,Mushroom,2020,16.06,22.59,20.8,
Karnataka,Chili,2020,27.23,41.04,31.74,
Karnataka,Bitter Gourd,2020,39.13,40.32,40.16,
Karnataka,Bottle Gourd,2020,37.91,59.6,40.94,
Karnataka,Ash Gourd,2020,25.4,36.58,34.88,
Karnataka,Drumstick,2020,31.95,40.11,35.06,
Karnataka,Fenugreek Leaves,2020,28.61,55.38,34.18,
Karnataka,Coriander,2020,36.2,55.4,38.18,
Karnataka,Mint,2020,32.45,51.09,38.83,
Karnataka,Spring Onion,2020,20.5,22.43,20.55,
Karnataka,Turnip,2020,12.39,27.24,13.59,
Karnataka,Sweet Corn,2020,18.36,42.93,37.4,
Karnataka,Zucchini,2020,13.71,42.41,41.49,
Karnataka,Celery,2020,22.88,38.23,29.79,
Karnataka,Leeks,2020,22.49,22.87,22.67,
Karnataka,Parsley,2020,29.99,37.67,30.8,
Karnataka,Curry Leaves,2020,15.21,25.74,16.26,
Karnataka,Red Cabbage,2020,27.53,51.47,30.84,
Karnataka,Lettuce,2020,25.93,42.44,32.39,
Karnataka,Kohlrabi,2020,20.65,33.34,26.48,
Karnataka,Snake Gourd,2020,12.77,24.84,13.17,
Karnataka,Ivy Gourd,2020,34.38,57.59,46.47,
Karnataka,Cluster Beans,2020,16.46,43.63,31.1,
Karnataka,French Beans,2020,37.94,45.27,40.54,
Karnataka,Broad Beans,2020,29.74,43.99,33.82,
Karnataka,Soybean,2020,28.69,48.85,29.66,
Karnataka,Mustard Leaves,2020,33.34,35.93,35.5,
Karnataka,Tapioca,2020,10.37,21.01,18.74,
Karnataka,Jackfruit Seed,2020,21.41,34.52,31.71,
Karnataka,Yam,2020,20.21,47.85,32.43,
Karnataka,Colocasia,2020,38.94,40.86,39.87,
Karnataka,Elephant Foot Yam,2020,15.92,22.61,19.9,
Karnataka,Tomato,2021,32.98,57.73,48.17,
Karnataka,Onion,2021,34.49,57.25,41.26,
Karnataka,Potato,2021,19.54,49.53,34.93,
Karnataka,Carrot,2021,31.76,46.41,33.79,
Karnataka,Cabbage,2021,25.03,37.36,34.05,
Karnataka,Cauliflower,2021,24.3,24.64,24.61,
Karnataka,Spinach,2021,29.41,57.72,42.5,
Karnataka,Broccoli,2021,35.69,65.17,38.05,
Karnataka,Pumpkin,2021,26.47,26.97,26.82,
Karnataka,Capsicum,2021,39.49,66.25,49.94,
Karnataka,Radish,2021,19.73,37.12,23.41,
Karnataka,Beetroot,2021,31.37,40.8,37.3,
Karnataka,Brinjal,2021,29.98,55.16,38.98,
Karnataka,Ladyfinger,2021,29.87,35.44,30.42,
Karnataka,Green Peas,2021,38.34,43.69,41.31,
Karnataka,Cucumber,2021,35.54,45.0,37.83,
Karnataka,Garlic,2021,12.77,26.47,20.37,
Karnataka,Ginger,2021,38.24,52.81,48.39,
Karnataka,Mushroom,2021,21.31,25.61,23.68,
Karnataka,Chili,2021,29.28,47.88,33.08,
Karnataka,Bitter Gourd,2021,36.68,41.97,41.79,
Karnataka,Bottle Gourd,2021,39.94,47.09,42.29,
Karnataka,Ash Gourd,2021,10.56,25.27,24.31,
Karnataka,Drumstick,2021,38.68,65.35,61.46,
Karnataka,Fenugreek Leaves,2021,35.55,45.76,44.2,
Karnataka,Coriander,2021,18.67,32.45,25.33,
Karnataka,Mint,2021,24.32,49.66,45.61,
Karnataka,Spring Onion,2021,24.48,28.19,27.29,
Karnataka,Turnip,2021,38.64,55.84,52.51,
Karnataka,Sweet Corn,2021,19.5,40.23,22.94,
Karnataka,Zucchini,2021,33.03,46.61,41.49,
Karnataka,Celery,2021,29.49,32.78,31.89,
Karnataka,Leeks,2021,26.85,30.0,27.93,
Karnataka,Parsley,2021,32.35,48.95,47.8,
Karnataka,Curry Leaves,2021,34.4,46.1,44.51,
Karnataka,Red Cabbage,2021,35.29,54.78,53.07,
Karnataka,Lettuce,2021,28.18,54.36,33.84,
Karnataka,Kohlrabi,2021,39.21,68.29,62.76,
Karnataka,Snake Gourd,2021,17.42,18.32,18.12,
Karnataka,Ivy Gourd,2021,16.51,24.92,24.91,
Karnataka,Cluster Beans,2021,26.98,31.14,30.85,
Karnataka,French Beans,2021,11.54,34.56,32.49,
Karnataka,Broad Beans,2021,23.76,35.17,23.98,
Karnataka,Soybean,2021,14.17,15.69,15.4,
Karnataka,Mustard Leaves,2021,15.32,26.55,15.46,
Karnataka,Tapioca,2021,35.76,56.4,49.22,
Karnataka,Jackfruit Seed,2021,38.84,46.52,43.9,
Karnataka,Yam,2021,10.54,31.23,18.96,
Karnataka,Colocasia,2021,17.72,44.04,27.36,
Karnataka,Elephant Foot Yam,2021,29.64,45.7,42.02,
